RSPO,Numer telefonu,Adres email,Adres www
41140,426361462,kontakt@pm99.elodz.edu.pl,www.pm99lodz.wikom.pl
44570,426516538,kontakt@pm140.elodz.edu.pl,pm140lodz.wikom.pl
44586,422553797,kontakt@pm149.elodz.edu.pl,pm149lodz.wikom.pl
44586,422553797,kontakt@pm149.elodz.edu.pl,pm149lodz.wikom.pl
44591,422523888,kontakt@pm214.elodz.edu.pl,pm214.szkoly.lodz.pl
44594,426581964,kontakt@pm231.elodz.edu.pl,https://pm231lodz.wikom.pl
44596,426544085,kontakt@pm202.elodz.edu.pl,www.pm202lodz.wikom.pl
48095,426783674,kontakt@pm14.elodz.edu.pl,www.pm14lodz.wikom.pl
48098,426322738,kontakt@pm8.elodz.edu.pl,www.wikom.pl/pm8lodz
48099,426320048,kontakt@pm71.elodz.edu.pl,www.pm71lodz.wikom.pl
55817,426338947,kontakt@pm13.elodz.edu.pl,https://pm13lodz.wikom.pl/
55823,426783398,kontakt@pm125.elodz.edu.pl,pm125lodz.wikom.pl
55824,426439605,kontakt@pm142.elodz.edu.pl,www.pm142lodz.wikom.pl
55827,426430664,kontakt@pm156.elodz.edu.pl,pm156lodz.wikom.pl
73477,505915001,jonaszek@centrumedukacyjne.com,www.jonaszek.edu.pl
86176,426521740,kontakt@pm123.elodz.edu.pl,pm123lodz.wikom.pl
119748,427107062,lokomotywa@przedszkole.lodz.pl,www.przedszkole.lodz.pl
120435,669033795,mimundo@mimundo.edu.pl,www.mimundo.edu.pl
121614,426844343,przedszkole@archidiecezja.lodz.pl,
126723,577650810,emaluch1przedszkole@gmail.com,www.emaluch.eu
126856,661735050,przedszkolekalimba@gmail.com,przedszkolekalimba.pl
270495,669557461,emaluch8przedszkole@gmail.com,
275166,426121490,kontakt@littlegenius.pl,www.littlegenius.pl
478904,785341242,przedszkole@adm.p.lodz.pl,
23070,426841794,kontakt@sp10.elodz.edu.pl,www.sp10.szkoly.lodz.pl
23080,426553495,kontakt@sp30.elodz.edu.pl,www.sp30lodz.wikom.pl
23083,426516120,kontakt@sp35.elodz.edu.pl,sp35lodz.edu.pl
23085,426741908,kontakt@sp37.elodz.edu.pl,www.sp37lodz.wikom.pl
23087,426337922,kontakt@sp40.elodz.edu.pl,www.sp40lodz.pl
23088,426864860,kontakt@sp41.elodz.edu.pl,sp41lodz.wikom.pl
23106,426843818,kontakt@sp51.elodz.edu.pl,www.sp51lodz.wikom.pl
23390,426409798,kontakt@sp109.elodz.edu.pl,sp109lodz.wikom
23392,426331256,kontakt@sp111.elodz.edu.pl,sp111lodz.wikom.pl
25192,426516915,kontakt@sp56.elodz.edu.pl,sp56lodz.wikom.pl
25192,426516915,kontakt@sp56.elodz.edu.pl,sp56lodz.wikom.pl
25195,426326651,kontakt@sp70.elodz.edu.pl,https://sp70lodz.wikom.pl/
25413,426848420,kontakt@sp125.elodz.edu.pl,https://sp125lodz.wikom.pl/
26037,426793167,kontakt@sp139.elodz.edu.pl,http://www.sp139.nstrefa.pl
26094,426375694,kontakt@sp152.elodz.edu.pl,www.sp152lodz.edupage.org
26097,426431201,kontakt@sp64.elodz.edu.pl,www.sp64lodz.wikom.pl
26132,426372529,kontakt@sp160.elodz.edu.pl,www.sp160.edu.lodz.pl
26266,426515757,kontakt@sp166.elodz.edu.pl,www.sp166.szkoly.lodz.pl
26268,426743742,kontakt@sp170.elodz.edu.pl,https://sp170.elodz.edu.pl/
26462,426331739,kontakt@sp173.elodz.edu.pl,www.sp173.eu
26688,426439273,kontakt@sp193.elodz.edu.pl,www.sp193.edu.lodz.pl
26693,426488039,kontakt@sp204.elodz.edu.pl,www.sp204lodz.edupage.org
27040,426406703,i.jachim-kubiak@kolorowyswiat.org,www.kolorowyswiat.org
51299,426436626,kontakt@sps194.elodz.edu.pl,sps194.pl
56002,422584883,kontakt@isp67.elodz.edu.pl,isp67.pl
133445,732734533,sekretariat@msms.eu,
267030,426789354,kontakt@sp94.elodz.edu.pl,www.sp94lodz.wikom.pl
272802,570342862,sp@nazaret.edu.pl,www.nazaret.edu.pl
276163,,kornelowka@operator.edu.pl,www.spprzystan-lodz.operator.edu.pl
278202,504287776,biuro@fundacjadmuchawiec.pl,www.fundacjadmuchawiec.pl
22517,426362722,kontakt@lo1.elodz.edu.pl,
22521,426336293,sekretariat@lo4.elodz.edu.pl,www.4liceum.pl
22523,426786522,osemka@8lolodz.eu,www.8lolodz.edupage.org
25290,426575528,kontakt@lo13.elodz.edu.pl,13lo.edu.pl
25291,422529803,kontakt@lo15.elodz.edu.pl,www.xvlo.lodz.pl
25292,426339323,kontakt@lo18.elodz.edu.pl,www.liceum18lodz.edupage.org
25360,422531050,kontakt@lo25.elodz.edu.pl,
25385,426868615,kontakt@lo26.elodz.edu.pl,www.lo26.pl
25439,426539047,kontakt@lo30.elodz.edu.pl,liceumnasowinskiego.pl
25441,426431415,kontakt@lo31.elodz.edu.pl,lo31.pl
27378,426403441,kontakt@lo43.elodz.edu.pl,www.lo43lodz.wikom.pl
27598,426738683,szkola@47lo.pl,www.47lo.pl
29723,42254-05-70,sekretariat@smslodz.pl,www.smslodz.pl
31470,422313434,dobreliceumgkj@gmail.com,www.gkj.edu.pl
82653,426868687,lykeion@lykeion.edu.pl,www.lykeion.edu.pl
126304,732734533,sekretariat@msms.eu,
273597,516723637,info.oswiatowiec@gmail.com,www.oswiatowiec.com.pl
38864,426325060,marc.urbanski@gmail.com,www.anagra.pl
133756,422930270,lodz@teb-edukacja.pl,
133755,422930270,lodz@teb-edukacja.pl,
29885,426550600,kontakt@czp1.elodz.edu.pl,www.domkultury.com.pl
29414,426306680,dyrekcja@yhlodz.pl,www.yhlodz.pl
479743,,poradnia@drim-tim.pl,www.drim-tim.pl
27364,426789323,kontakt@sosw3.elodz.edu.pl,www.sosw3.pl
28041,+48426594044,kontakt@mos4.elodz.edu.pl,https://mos4lodz.wikom.pl
29216,426432930,kontakt@bs12.elodz.edu.pl,www.bursaszkolna12.pl
48503,426558324,zmbm-lodz@faustyna.pl,
75611,426542404,bursa-lodz@bsalodz.pl,www.gov.pl/web/bsalodz
123933,422540570,sekretariat@smslodz.pl,
274998,422930270,lodz@teb-edukacja.pl,
27530,506161962,kako30@tlen.pl,www.przedszkoleigraszka.pl
125164,606872428,radosnyrozwoj@o2.pl,
269058,515787785,szkola@bsr1s.pl,www.bsr1s.pl
25979,426730125,kontakt@zso1.elodz.edu.pl,
26060,426540005,kontakt@zseth.elodz.edu.pl,www.zseth.edu.lodz.pl
26061,426814977,kontakt@zseiu.elodz.edu.pl,zseiu.pl
26411,426521860,sekretariat@zsp20.elodz.edu.pl,www.warecka.edu.pl
120591,426867866,kontakt@zszp1.elodz.edu.pl,https://zs-p1-lodz.pl/
130194,795139079,interschool@interschool.uni.lodz.pl,
131690,426377278,sekretariat@cez.lodz.pl,www.cez.lodz.pl
268033,422567271,kontakt@zszp3.elodz.edu.pl,zs-p3lodz.wikom.pl
274483,426718480,sekretariat@szkolyrzemiosl.edu.pl,
276253,426337403,kontakt@zpm3.elodz.edu.pl,zpm3lodz.wikom.pl
86961,447339035,przedszkole7@przedszkole7.piotrkow.pl,www.przedszkole7.piotrkow.pl
86970,446467683,przedszkole19@przedszkole19.piotrkow.pl,www.przedszkole19.piotrkow.pl
87271,446158053,przedszkole16@przedszkole16.piotrkow.pl,www.przedszkole16.piotrkow.pl
87322,447325551,przedszkole11@przedszkole11.piotrkow.pl,www.przedszkole11.piotrkow.pl
87331,447323608,przedszkole12@przedszkole12.piotrkow.pl,www.przedszkole12.piotrkow.pl
87538,447339039,przedszkole26@przedszkole26.piotrkow.pl,www.przedszkole26.piotrkow.pl
87585,447325666,przedszkole14@przedszkole14.piotrkow.pl,www.przedszkole14.piotrkow.pl
89173,447339082,przedszkole5@przedszkole5.piotrkow.pl,www.przedszkole5.piotrkow.pl
106932,446498417,przedszkole.piotrkow@gmail.com,https://pnpiotrkow.szkolnastrona.pl/
132650,502-59-19-43,nowakgrazyna@vp.pl,
60665,447323731,sp5@sp5.piotrkow.pl,www.sp5.piotrkow.pl
64059,446472763,sp3@sp3.piotrkow.pl,www.sp3.piotrkow.pl
272345,696724959,szkolaportavitaept@gmail.com,
71070,446473605,liceum3@liceum3.piotrkow.pl,www.liceum3.piotrkow.pl
277783,447152385,piotrkow@teb-edukacja.pl,teb.pl
107286,447152385,piotrkow@teb-edukacja.pl,technikum.pl/miasta/piotrkow-tryb/
107285,447152385,piotrkow@teb-edukacja.pl,www.teb.pl
272962,,villaarte@wp.pl,www.villaarte.pl
262513,446486353,kontakt@policealna.org.pl,www.policealna.org.pl
108849,447327840,poradnia@powiat-piotrkowski.pl,www.poradniapiotrkow.bip.wikom.pl
119162,446486382,zdzpiotrkowszkoly@op.pl,zdz.piotrkow.pl
52809,446492215,zsp2@zsp2.piotrkow.pl,www.zsp2.piotrkow.pl
130411,,kontakt@centrumszansa.pl,www.centrumszansa.pl
130411,,kontakt@centrumszansa.pl,www.centrumszansa.pl
130411,,kontakt@centrumszansa.pl,www.centrumszansa.pl
79070,468333867,p10skierniewice@wikom.pl,p10skierniewice.wikom.pl
79074,666121918,przedszkole@mojaekolandia.pl,mojaekolandia.pl
79074,666121918,przedszkole@mojaekolandia.pl,mojaekolandia.pl
79075,600806787,kontakt@plastus.nazwa.pl,
115391,601566604,agasogemini@wp.pl,
123401,885555375,swrodzina@diecezja.lowicz.pl,swrodzina.diecezja.lowicz.pl
123401,885555375,swrodzina@diecezja.lowicz.pl,swrodzina.diecezja.lowicz.pl
79080,468333272,sp2sk@op.pl,sp2sk.pl
79083,468331027,sp7@sp7skierniewice.pl,www.sp7skierniewice.pl
70261,468339600,kontakt@soswskierniewice.pl,
70255,468333519,ekon-sk@wp.pl,ekonomik.edu.pl
70256,468331020,zs4@zs4skierniewice.pl,zs4skierniewice.pl
70256,468331020,zs4@zs4skierniewice.pl,zs4skierniewice.pl
70256,468331020,zs4@zs4skierniewice.pl,zs4skierniewice.pl
70256,468331020,zs4@zs4skierniewice.pl,zs4skierniewice.pl
70259,468332067,zsso@zsso-skierniewice.pl,www.zsso-skierniewice.pl
38884,146122845,mp3bochnia@poczta.fm,
129725,799097098,ochronka.parafia@gmail.com,
265847,797737049,kontakt@przedszkole-butterfly.pl,www.przedszkole-butterfly.pl
265847,797737049,kontakt@przedszkole-butterfly.pl,www.przedszkole-butterfly.pl
478292,664399655,przedszkole@wyspaskarbowbochnia.pl,wyspaskarbowbochnia.pl
44641,146122665,sosw@powiat.bochnia.pl,www.sosw.bochnia.pl
71091,146104055,pogwizdow@szkolagminabochnia.pl,www.pogwizdow.szkolagminabochnia.pl
22538,146859500,gawlow@szkolagminabochnia.pl,www.gawlow.szkolagminabochnia.pl
22543,146116580,bogucice@szkolagminabochnia.pl,www.bogucice.szkolagminabochnia.pl
22551,146127008,siedlec@szkolagminabochnia.pl,www.siedlec.szkolagminabochnia.pl
22551,146127008,siedlec@szkolagminabochnia.pl,www.siedlec.szkolagminabochnia.pl
22552,122842194,stanislawice@szkolagminabochnia.pl,www.stanislawice.szkolagminabochnia.pl
478458,146851780,brzeznica@szkolagminabochnia.pl,www.brzeznica.szkolagminabochnia.pl
87597,146101280,pspwg@wp.pl,www.pspgrabie.szkolna.net
479259,536000967,kraina.kostka@gmail.com,
479259,536000967,kraina.kostka@gmail.com,
23332,146859110,sekretariat@spmuch.szkolnastrona.pl,https://spmuch.szkolnastrona.pl
110406,146128788,sekretariat@szkolawisnicz.pl,www.spnowywisnicz.edupage.org
35141,146858520,siostryrzezawa@poczta.fm,
35141,146858520,siostryrzezawa@poczta.fm,
35195,146858300,ppkrzeczow200@wp.pl,
35121,146120975,pspokulice@xl.wp.pl,www.pspokulice.szkolnastrona.pl
39016,146858200,pspkrzeczow200@interia.pl,https://pspkrzeczow.edupage.org/
35137,146851541,poczta@psplazy.pl,https://zsplazy.szkolnastrona.pl
268526,146851080,sekretariat@zspdabrowka.pl,http://www.zspdabrowka.pl
19653,146136036,sekretariat@pspleszczyna.pl,www.pspleszczyna.pl
73954,146132018,przedszkolezegocina@gmail.com,www.przedszkolezegocina.pl
73953,146132279,spbytomsko@zegocina.pl,http://www.spbytomsko.pl/
40180,146133087,schronisko@powiat.bochnia.pl,www.schronisko.rozdziele.pl
6722,146849442,przedszkole3.brzesko@brzesko.pl,pp3b.blogspot.com
7722,146849447,przedszkole7.brzesko@brzesko.pl,
7734,146864230,przedszkole.szczepanow@brzesko.pl,www.przedszkoleszczepanow.pl
8159,146849440,przedszkole1.brzesko@brzesko.pl,
9172,146849441,przedszkole4.brzesko@brzesko.pl,przedszkole4.bwi.pl
11766,146633480,ochronkajasien@gmail.com,
16262,146868240,etomana65@wp.pl,www.mokrzyskaprzedszkole.pl
6879,146868444,szkola.mokrzyska@brzesko.pl,spmokrzyska.pl
8486,146867990,szkola1.jadowniki@brzesko.pl,sp1.jadowniki.pl
9087,146860930,szkola.okocim@brzesko.pl,www.pspokocim.pl
9129,146867660,szkola.jasien@brzesko.pl,pspjasien.pl
9231,146638609,szkola.sterkowiec@brzesko.pl,www.sterkowiec.edu.pl
262665,146863290,szkola1.brzesko@brzesko.pl,psp1.brzesko.pl
11093,146862001,szkolakat@interia.pl,www.szkolakatolicka.brzesko.pl
90414,146863837,sekretariat@lobrzesko.edu.pl,www.kopernik.brzesko.pl
81498,146631603,szkola@zsp2.edu.pl,www.zstib.edu.pl
128581,146630063,kadry@ssm-brzesko.pl,www.pce-brzesko.pl
25999,146860500,ptymowa@czchow.pl,
24315,146635420,zsdomoslawice@domoslawice.pl,www.domoslawice.pl
81497,146843230,zespolszkol187@op.pl,www.zsczchow.pl
6372,146656760,pp-pu@gminadebno.pl,
3389,146656125,sp-ln@gminadebno.pl,https://sploniowa.edupage.org
6084,146658218,dyrektor@szkolawola.pl,
6141,146657183,sp-jw@gminadebno.pl,
58376,146869740,przedszkole01@o2.pl,https://pgnojnik.przedszkola.net.pl/
58377,146869200,przedszkole_uszew@o2.pl,przedszkoleuszew.edupage.org
74102,146860330,szkola@lewniowa.pl,www.szkola.lewniowa.pl
74387,146860161,szkolabiesiadki@wp.pl,www.szkolabiesiadki.edu.pl
128334,695916898,l.grzymek@wp.pl,
269940,,przedszkoleochronka@interia.pl,www.przedszkoleniepubliczneochronka
269940,,przedszkoleochronka@interia.pl,www.przedszkoleniepubliczneochronka
270226,146853329,biuro@radosnagromadka.pl,
81249,146844330,iwspnagorze@o2.pl,spnagorze.szkolnastrona.pl
16615,146714757,marta.glab@wp.pl,www.kppszczurowa.szkolnastrona.pl
16554,146715106,pspzaborow@op.pl,www.spzaborow.pl
115537,146717281,zspusciesolne@gmail.com,zspusciesolne.szkolna.net
29982,122828202,pskwaczala@alwernia.pl,www.przedszkole-kwaczala.pl
29982,122828202,pskwaczala@alwernia.pl,www.przedszkole-kwaczala.pl
29982,122828202,pskwaczala@alwernia.pl,www.przedszkole-kwaczala.pl
55362,326134156,dyrektor.psolszyny@babice.pl,www.olszyny.schoolpage.pl
61494,326231995,pszagorze@babice.pl,www.zagorze.schoolpage.pl
56622,326131219,psplaza@chrzanow.pl,www.psplaza.szkolnastrona.pl
56624,326234393,ps2@chrzanow.pl,www.ps2chrzanow.edupage.org
56632,326233887,ps11@chrzanow.pl,
61828,530057356,przedszkole_disneya@wp.pl,przedszkole-disneya.pl
479778,519557414,przedszkolechrzanow@tlen.pl,www.przedszkolechrzanow.pl
61825,326234957,szpluszowice@wp.pl,spluszowice.edupage.org
65154,326234945,potaczalo@o2.pl,
65155,326232915,sp6sekretariat@interia.eu,www.sp6.chrzanow.pl
65157,326227961,edu.vu@interia.pl,www.sppogorzyce.edupage.org
68003,326233757,sekretariat.sp3@poczta.fm,sp3chrzanow.edupage.org
70034,326236423,sp10ak@interia.pl,sp10chrzanow.weebly.com
14369,326236594,sekretariat@lo2.edu.pl,lo2.edupage.org
79120,32623-85-46,moschrzanow@wp.pl,www.mos-chrzanow.prv.pl
125256,,centrum@drsmolka.pl,
72877,32627-79-61,sekretariatzs@interia.pl,www.zs.libiaz.pl
10997,326110145,ps3@tca.trzebinia.pl,ps3trzebinia.edupage.org
132578,512596902,publicznaszkolaploki@gmail.com,
29514,0326121320,sp4trzebinia@gazeta.pl,www.sp4trzebinia.superszkolna.pl
132576,512596902,publicznaszkolaploki@gmail.com,
275861,326121377,trzebinia@zdz.katowice.pl,
128606,326122201,lo.trzebinia@gmail.com,www.lotrzebinia.pl
272797,,s-trzebinia@zdz.katowice.pl,
87475,146421588,przedszkolesmegorzow@gmail.com,przedszkolesmegorzow.wordpress.com
5988,146421226,psplipiny@op.pl,psplipiny.hejnet.pl
115161,146421630,splaskowka1@op.pl,splaskowka.pl
79044,146422394,1lo.dabrowa@gmail.com,www.lo-dabrowa-tarnowska.pl
74529,146429119,osrodek@orw-wych.pl,
91270,146411002,ppolesno@interia.pl,
61465,146411019,sp-olesno@wp.pl,www.spolesno.pl
61470,146411003,sp-dab@wp.pl,http://spdabrowkibrenskie.szkolnastrona.pl/
91271,146411952,spzalipie@onet.eu,spzalipie.szkolnastrona.pl
74147,146411093,zsr_bren@interia.pl,www.zspbren.pl
109812,146414133,zarzecze@vp.pl,spzarzeczeduze.pl
91314,146431296,zspslupiec@op.pl,www.zspslupiec.cba.pl
268329,146431224,zsborki@poczta.onet.pl,www.zsborki.edu.pl
40991,508448991,siostry_przedszkole@wp.pl,www.ochronka.gorlice.pl
43732,183536991,przedszkole@felicjanki-gorlice.pl,www.felicjankigorlice.pl
276506,795758777,zarzad.orbe@gmail.com,www.dombajki.pl
43576,183536114,kontakt@szkolacechowa.gorlice.pl,szkolacechowa.gorlice.pl
7589,183536114,sekretariat@zst.gorlice.pl,zst.gorlice.pl
25354,183525301,mzs5.gorlice@o2.pl,www.mzs5.gorlice.pl
91823,134472055,spgrudna@poczta.onet.pl,www.spgrudna.pl
8247,134471045,sekretariat@lobiecz.pl,lobiecz.pl
85816,134476303,sp.binarowa@gmail.com,www.zspbinarowa.eu
90336,134475695,gimsplibusza@wp.pl,
59799,183514073,kontakt@przedszkole.bobowa.pl,www.przedszkole.bobowa.pl
63481,660940428,spjankowa@wp.pl,spjankowa.bobowa.pl
74477,183514048,gim.brzana@interia.pl,spbrzana.pl
90850,183526703,zes11@op.pl,www.zsropicapolska.pl
103686,183512596,sekretariat@spzagorzany.pl,www.spzagorzany.pl
34351,183513169,zsabystra@op.pl,zsabystra.com.pl
277568,183536601,sp-strozowka@gmina.gorlice.pl,www.szkolastrozowka.netstrefa.pl
58925,183540630,spszalowa@luzna.pl,zsszalowa.luzna.pl
58925,183540630,spszalowa@luzna.pl,zsszalowa.luzna.pl
43835,183543303,zspwola@luzna.pl,zspwola.luzna.pl
268489,183543390,zspluzna1@luzna.pl,zs.luzna.pl
278136,,,
5730,183518019,bodakiszkola@poczta.onet.pl,
5730,183518019,bodakiszkola@poczta.onet.pl,
70739,183532003,sphanczowa@edu.uscie.pl,
70766,183532003,sphanczowa@poczta.onet.pl,
41282,183532004,zsr-hanczowa@pro.onet.pl,www.zsr-hanczowa.pl
131496,183510017,zspgladyszow@edu.uscie.pl,www.spgladyszow.superszkolna.pl
106906,122702058,przedszkoleczer@o2.pl,www.przedszkole.czernichow.pl
18162,122702016,sekretariat@czernichow.edu.pl,czernichow.edu.pl
263278,122702126,szkola.klokoczyn@vp.pl,www.szkolaklokoczyn.pl
132649,123884028,przedszkoledamice@gmail.com,
478016,723711161,kontakt@zyczliwadlon.org,
70770,123884028,sp.damice@poczta.fm,spdamice.edupage.org
70770,123884028,sp.damice@poczta.fm,spdamice.edupage.org
128932,123884211,sekretariat@szkolawidoma.pl,www.szkolawidoma.edupage.org
49759,,niedziolka@op.pl,
131925,606253153,ppmaliodkrywcy@interia.pl,
131925,606253153,ppmaliodkrywcy@interia.pl,
131925,606253153,ppmaliodkrywcy@interia.pl,
48735,123898014,szkola@zsprzeginia.pl,
271621,123898045,spczubrowice@spczubrowice.edu.pl,https://spczubrowice.edupage.org
58675,123871055,wesolagromadka.dojazdow@interia.pl,www.przedszkole-dojazdow.przedszkolowo.pl
267926,123871042,dyrektor@akademiaprzedszkolakawluborzycy.pl,akademiaprzedszkolakawluborzycy.pl
58679,123870200,sppietrzejowice@poczta.fm,http://www.pietrzejowice.edupage.org
86761,122820143,przedszkolesm@interia.pl,www.przedszkole-sm.pl
86762,122579150,tuptusie2009@o2.pl,www.tuptusie.com.pl
83872,122829115,sppaczoltowice@onet.pl,www.sppaczoltowice.szkolna.net
83893,122836061,spsanka@wp.pl,
89614,122821716,szkola1900@o2.pl,
18160,122820346,lo_krzeszowice@poczta.onet.pl,www.lokrzeszowice.net.pl
18160,122820346,lo_krzeszowice@poczta.onet.pl,www.lokrzeszowice.net.pl
18155,122820540,sekr.zspkrzeszowice@op.pl,www.zspkrzeszowice.pl
68702,510164156,przedszkole@lesnapolana-raczna.pl,lesnapolana-raczna.pl
82624,122806046,przedszkolewliszkach@interia.pl,
62575,122805306,spczulow@eduliszki.pl,szkolaczulow.pl
82567,122808122,spjeziorzany@eduliszki.pl,spjeziorzany.edupage.org
82613,122806049,spcholerzyn@eduliszki.pl,www.spcholerzyn.pl
59910,122807099,sekretariat@radosnanowina.pl,www.liceum.radosnanowina.pl
275828,122856050,zspmorawica@eduliszki.pl,https://spmorawica.szkolna.net/
60552,123877044,sekretariat@spraciborowice.pl,https://www.raciborowice.edu.pl/
263580,509769035,montessoridzieciswiata@gmail.com,montessoridzieciswiata.pl
47208,122701069,spbukow@interia.pl,http://spbukow-mogilany.edupage.org/
41111,123899009,szkolaminoga@poczta.onet.pl,republika.pl/szkolaminoga
41113,123892055,spsmardzowice17@op.pl,http://spsmardzowice.superszkolna.pl/
18159,123891024,administracja@lo-skala.edu.pl,www.lo-skala.edu.pl
70626,122761997,przedszkole5skawina@gmail.com,www.przedszkolenr5skawina.pl
70627,122751266,przedszkole_radziszow@wp.pl,
69451,122706202,sekretariat@szkola.jaskowice.pl,www.szkola.jaskowice.pl
109491,122751500,szkola@radziszow.edu.pl,www.radziszow.edu.pl
133481,122912196,sp6@sp6skawina.pl,
18156,122763061,specszkola5@poczta.onet.pl,www.sosw.skawina.edu.pl
20783,0122706016,poczta@zpeow.internetdsl.pl,www.mow-wielkiedrogi.pl
125379,880172436,skawina@teraz-my.eu,
18154,122761522,zste@home.pl,https://zste-skawina.edu.pl
17069,123880500,smrokow@interia.pl,www.zssmrokow.pl
17229,123881551,spwaganowice@interia.pl,www.zswaganowice.pl
34873,123896063,przedszkole.suloszowa@poczta.onet.pl,http://przedszkole.suloszowa.pl/
38906,123896025,sp_suloszowa@poczta.onet.pl,www.sp1suloszowa.pl
34783,123891064,spwk@interia.pl,www.wolakalinowskaszkolaischronisko.pl
128292,123897068,spwielmoza@poczta.onet.pl,https://szkolawielmoza.edupage.org/
4799,122705040,szkola.sg@sp.swiatniki-gorne.pl,spswiatnikigorne.eu
5621,508355493,dyrekcja@vcps.pl,https://www.vcps.pl/start.html
4986,122561066,sekratariat.zs@swiatniki-gorne.pl,zsswiatniki.pl
4986,122561066,sekratariat.zs@swiatniki-gorne.pl,zsswiatniki.pl
267710,124459343,sekretariat@psczajowice.pl,www.psczajowice.edupage.org
478644,787945039,biuro@modlniczka-fairplay.pl,https://przedszkolefairplay.info.pl/placowka/modlniczka-willowa-102/
478649,,,
89669,124191918,sekretariat@spbk.pl,www.spbialykosciol.edupage.org
18158,124192019,sekretariat@zsp.giebultow.pl,www.zsp.giebultow.pl
89673,124192005,sekretariat@spmodlnica.pl,www.spmodlnica.pl
75522,0122838050,przedszkole.rudawa@sluzebniczkikr.pl,https://przedszkolerudawa.pl
75522,0122838050,przedszkole.rudawa@sluzebniczkikr.pl,https://przedszkolerudawa.pl
84882,0122830923,przedszkole@slonecznewzgorze.pl,www.slonecznewzgorze.pl
129045,693616661,cezary@e-cezar.pl,radosnenutki.pl
5870,122838089,spniel@interia.pl,spnielepice.szkolnastrona.pl
5866,122856025,sp_balice@op.pl,www.spbalice.zabierzow.org.pl
123268,122854887,spzabierzow1@wp.pl,zspzabierzow.pl
84564,122858350,przedszkole.wegrzce@zielonki.pl,www.przedszkolebibice.pl
84566,126650017,przedszkole@zielone-nutki.pl,www.zielone-nutki.pl
84566,126650017,przedszkole@zielone-nutki.pl,www.zielone-nutki.pl
84566,126650017,przedszkole@zielone-nutki.pl,www.zielone-nutki.pl
84567,122850576,info@chata-skrzata.edu.pl,
84633,122850120,przedszkolezielonki@gmail.com,www.przedszkolezielonki.edupage.org
86699,,bibice@bajkowekrolestwo.pl,www.bajkowekrolestwo.pl
480055,693010201,dyrekcja.lawendowyzakatek@gmail.com,przedszkole-lawendowyzakatek.pl
480055,693010201,dyrekcja.lawendowyzakatek@gmail.com,przedszkole-lawendowyzakatek.pl
85366,122858821,sekretariat@spbibice.edu.pl,spbibice.edu.pl
277955,124459585,,www.spkorzkiew.zielonki.pl
22282,183371729,administracja@mp2.wlimanowej.pl,mp2.wlimanowej.pl
82647,185404223,przedszkole.limanowa@fds.biz.pl,http://www.przedszkole-limanowa.pl/
16078,183371246,cechlimanowa@poczta.onet.pl,www.zsz.cechlimanowa.pl
8200,183376037,sekretariat@zsp4.wlimanowej.pl,www.zsp4.limanowa.pl
5217,183310664,przedszkoleorkana@gmail.com,www.mp2mszanadolna.edupage.org
5217,183310664,przedszkoleorkana@gmail.com,www.mp2mszanadolna.edupage.org
263893,,przedszkole.skrzaty.md@gmail.com,
19682,0183310015,sekretariat@mowmszana.pl,mowmszana.pl
4240,183310135,zsp@mszana.com.pl,zspmszana.edu.pl
4240,183310135,zsp@mszana.com.pl,zspmszana.edu.pl
5118,183310001,sp2md@op.pl,www.sp2md.pl
132375,608683227,agniecha20@vp.pl,
132375,608683227,agniecha20@vp.pl,
278392,787085308,SZKOLA.M.MONTESSORI@GMAIL.COM,
278392,787085308,SZKOLA.M.MONTESSORI@GMAIL.COM,
53374,183331006,zposkrzydlna@gmail.cm,www.skrzydlna.iap.pl
87102,183343232,zspwilkowisko@interia.pl,http://zspwilkowisko.szkolna.net/
84435,183321220,sekretariat@zspjodlownik.eu,
55422,183324006,zspig_szczawa@op.pl,www.sp1szczawa.edu.pl
83857,183339093,spkrosna@interia.eu,spkrosna.republika.pl
29263,183371230,mordarkaszkola@op.pl,www.spmordarka.pl
73796,183376278,zspasierbiec@onet.eu,www.zspasierbiec.neostrada.pl
74222,183329787,zsz2_konarskiego@op.pl,www.sp2starawies.edupage.org
75015,183376158,spmlynne@vp.pl,spmlynne.pl
75107,183327011,szkola@sp1mecina.pl,sp1mecina.pl
50342,183335012,splukowica@vp.pl,splukowica.edupage.org
50345,183335254,sp_jastrzebie@op.pl,spjastrzebie.lukowica.pl
103690,183345009,sp.mlynczyska@interia.pl,www.spmlynczyska.pl
43464,183315204,spletowe@mszana.pl,www.sp-letowe.pl
19360,183315316,szkola@szkolagorska.eu,https://szkolagorska.eu/
27731,183317083,przedszkolewniedzwiedziu@wp.pl,
35356,183348020,sekretariat@zspip.slopnice.pl,www.zsppslopnice.iap.pl
66194,183325072,sppodlopien@o2.pl,sppodlopien.pl
4241,183325030,zstymb@poczta.onet.pl,zstymbark.pl
4241,183325030,zstymb@poczta.onet.pl,zstymbark.pl
53917,0413827211,tczycagim@op.pl,http://sptczyca.pl/
128518,413837124,pogwizdowsp@wp.pl,
128527,413837516,spswojczany@wp.pl,spswojczany.szkolnastrona.pl
128527,413837516,spswojczany@wp.pl,spswojczany.szkolnastrona.pl
86451,123886078,spszreniawa@golcza.pl,spszreniawa.edupage.org
85338,413831301,przed.sam.nr.3.miechow4@wp.pl,
85330,413831655,bukowska79@gmail.com,www.spbukowskawola.eu
85331,413831554,sppstroszyce@interia.eu,
